DATAFLOW,LAST UPDATE,freq,worktime,wstatus,sex,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Spain,2025-Q1,1700.0,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Spain,2025-Q2,1880.5,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Spain,2025-Q3,1910.8,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2008-Q1,300.8,b,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2008-Q2,299.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2008-Q3,303.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2008-Q4,325.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2009-Q1,300.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2009-Q2,324.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2009-Q3,341.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2009-Q4,350.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2010-Q1,344.9,b,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2010-Q2,353.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2010-Q3,342.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2010-Q4,311.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2011-Q1,317.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2011-Q2,352.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2011-Q3,350.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2011-Q4,344.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2012-Q1,345.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2012-Q2,362.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2012-Q3,343.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2012-Q4,333.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2013-Q1,337.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2013-Q2,337.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2013-Q3,316.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2013-Q4,328.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2014-Q1,342.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2014-Q2,349.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2014-Q3,329.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2014-Q4,314.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2015-Q1,329.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2015-Q2,341.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2015-Q3,350.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2015-Q4,339.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2016-Q1,348.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2016-Q2,354.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2016-Q3,401.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2016-Q4,400.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2017-Q1,375.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2017-Q2,383.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2017-Q3,395.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2017-Q4,385.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2018-Q1,401.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2018-Q2,401.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2018-Q3,406.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2018-Q4,411.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2019-Q1,400.5,b,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2019-Q2,408.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2019-Q3,449.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2019-Q4,427.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2020-Q1,396.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2020-Q2,365.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2020-Q3,379.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2020-Q4,351.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2021-Q1,350.1,b,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2021-Q2,382.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2021-Q3,397.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2021-Q4,395.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2022-Q1,401.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2022-Q2,417.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2022-Q3,431.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2022-Q4,435.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2023-Q1,432.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2023-Q2,405.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2023-Q3,400.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2023-Q4,412.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2024-Q1,415.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2024-Q2,410.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2024-Q3,369.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2024-Q4,349.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2025-Q1,399.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2025-Q2,421.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation and food service activities,Thousand persons,Poland,2025-Q3,403.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2008-Q1,299.2,b,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2008-Q2,334.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2008-Q3,367.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2008-Q4,314.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2009-Q1,284.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2009-Q2,319.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2009-Q3,374.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2009-Q4,308.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2010-Q1,277.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2010-Q2,333.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2010-Q3,375.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2010-Q4,315.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2011-Q1,317.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2011-Q2,388.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2011-Q3,416.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2011-Q4,320.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2012-Q1,292.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2012-Q2,342.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2012-Q3,367.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2012-Q4,279.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2013-Q1,256.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2013-Q2,320.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2013-Q3,370.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2013-Q4,304.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2014-Q1,267.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2014-Q2,331.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2014-Q3,381.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2014-Q4,306.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2015-Q1,277.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2015-Q2,353.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2015-Q3,396.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2015-Q4,349.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2016-Q1,345.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2016-Q2,413.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2016-Q3,444.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2016-Q4,380.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2017-Q1,341.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2017-Q2,410.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2017-Q3,463.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2017-Q4,394.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2018-Q1,347.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2018-Q2,429.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2018-Q3,477.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2018-Q4,383.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2019-Q1,348.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2019-Q2,425.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2019-Q3,474.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2019-Q4,383.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2020-Q1,352.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2020-Q2,321.9,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2020-Q3,344.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2020-Q4,256.2,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2021-Q1,236.6,bd,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2021-Q2,287.4,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2021-Q3,409.6,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2021-Q4,326.8,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2022-Q1,329.1,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2022-Q2,441.6,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2022-Q3,487.9,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2022-Q4,404.1,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2023-Q1,368.7,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2023-Q2,475.8,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2023-Q3,523.7,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2023-Q4,390.5,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2024-Q1,377.4,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2024-Q2,502.6,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2024-Q3,535.4,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2024-Q4,444.9,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2025-Q1,399.1,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2025-Q2,485.0,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Spain,2025-Q3,552.8,d,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2008-Q1,90.0,b,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2008-Q2,99.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2008-Q3,86.5,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2008-Q4,88.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2009-Q1,84.1,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2009-Q2,92.8,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2009-Q3,95.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2009-Q4,87.3,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2010-Q1,87.2,b,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2010-Q2,91.6,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2010-Q3,92.7,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2010-Q4,80.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2011-Q1,82.4,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2011-Q2,102.0,,
ESTAT:TOUR_LFSQ6R2(1.0),07/01/26 23:00:00,Quarterly,Total,Employed persons,Total,Accommodation,Thousand persons,Poland,2011-Q3,102.3,,
